#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B027D8
#Date Time: 2023-04-14 15:05:44.866
#Start: 10 Hz
#Stop: 8000 Hz
#Steps: 201
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.47316 V
#Offset: 0.000111453 V
#Relative: no
#Channel: Channel 2
#Range: 5.4696 V
#Offset: 0.000228279 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1767.8,-0.001430114246998179,-23.39648414774058,-104.1179861035395
1807.75,5.980129620312035e-05,-23.13481244167426,-145.1318424993106
1847.7,-0.001540070109576834,-22.86860721769965,173.661964400973
1887.65,-0.0006682338976021041,-22.62557625497669,132.6281642241391
1927.6,-0.0005646308421589608,-22.32815114446099,91.56612629350866
1967.55,-0.001601726973701964,-22.05405359861552,50.4823895665021
2007.5,-0.002006423625236014,-21.77986417432539,9.393008033896905
2047.45,-0.001386287077222137,-21.48767152112305,-31.7196314825415
2087.4,-0.00217612038237034,-21.20631053831783,-72.77065420504235
2127.35,-0.00257790047870115,-20.94837382304469,-113.7839345665011
2167.3,-0.002130199454614792,-20.67405029783082,-154.8930965390055
2207.25,-0.002095999407889775,-20.38717662451867,164.0289101675248
2247.2,-0.002324316418098576,-20.16322418945716,123.0191736924033
2287.15,-0.002235526676711123,-19.89652077996931,81.85024473634644
2327.1,-0.003207506630377797,-19.53395878350835,40.67939604039502
2367.05,-0.002435781452879766,-19.35187388085723,-0.4142702592266261
2407,-0.00212944632979914,-19.03761548963192,-41.51907216183037
2446.95,-0.004164853065178064,-18.71105889667887,-82.58465706823995
2486.9,-0.00302140619229904,-18.4004518289841,-123.7987115196606
2526.85,-0.003147157417473778,-18.13614320831131,-164.8990342035517
2566.8,-0.003037314878925557,-17.76185487629176,153.8556579586413
2606.75,-0.00328103628532177,-17.59634262030829,112.7926323409076
2646.700000000001,-0.004697329107395519,-17.25243978548049,71.56996313338529
2686.650000000001,-0.004458185798974006,-16.79609245093526,30.31409483242132
2726.6,-0.004389694938825855,-16.42711296060345,-10.97772438138997
2766.550000000001,-0.004781645533816944,-16.19046591027008,-52.13211025884217
2806.5,-0.004852634977626214,-15.7535191511889,-93.60582492884438
2846.450000000001,-0.005246558059570917,-15.43215793703908,-134.70553583967
2886.400000000001,-0.004956099976515702,-15.12696687119066,-175.9945949838297
2926.35,-0.005111309293089026,-14.71957379712248,142.5709186929141
2966.300000000001,-0.004817774571104448,-14.3714433709329,101.1873513205886
3006.25,-0.007413112997952273,-13.94423819612291,59.61517002170854
3046.200000000001,-0.005462142561815384,-13.62021004433856,18.40067500141861
3086.150000000001,-0.004307365726763532,-12.80088857729604,-23.39201661820107
3126.1,-0.004459935962163989,-13.12560355470977,-64.00763505388208
3166.050000000001,-0.007240230259153228,-11.24934202409202,-108.8095665457682
3206,-0.00632741925953596,-11.30625941769377,-148.9361931820865
3245.950000000001,-0.005052451502475181,-9.886287718378671,166.98781182308
3285.900000000001,-0.006621143465898529,-9.342504150526494,125.1334388846757
3325.85,-0.006666401803547908,-8.635234567289924,82.52480226304966
3365.800000000001,-0.006578181936520624,0.1667971853813437,-18.70133135601841
3405.75,-0.005777547216093486,0.2143446759982131,-62.09482830662088
3445.700000000001,-0.00640016015112432,0.2189528957749022,-103.7207520023319
3485.650000000001,-0.007299311542374329,0.2306538707401524,-145.1904895656189
3525.6,-0.007035052392284634,0.2358702084314013,173.6073303156747
3565.550000000001,-0.009619893675515651,0.2374329634982311,132.4422761949375
3605.5,-0.007618244830630198,0.2402052343537957,91.302797097319
3645.450000000001,-0.006836451559937786,0.2435530728003072,49.76088245195147
3685.400000000001,-0.008533241868918191,0.244156181297817,8.632568313009443
3725.35,-0.006901997129659443,0.2475757050427343,-32.94955719214329
3765.300000000001,-0.009201569545871931,0.2545972284131157,-74.39412810277008
3805.25,-0.007874832818170811,0.2530282406272228,-115.4662329436964
3845.200000000001,-0.007417596470337252,0.2598903047446258,-157.0518834456626
3885.150000000001,-0.008594111923612469,0.259856543574265,161.6790761541438
3925.1,-0.00837128796587054,0.2604783401181845,120.6445483329863
3965.050000000001,-0.007889004029596662,0.2621313743513958,79.08437912553106
4005,-0.008661608593346345,0.2607725163223085,37.96779729639316
4044.950000000001,-0.007398338818838649,0.2628450065975062,-3.568824538880609
4084.900000000001,-0.007577588790979984,0.2617054564256646,-44.38851642129858
4124.85,-0.00842032184773951,0.268838136924613,-86.47048716116035
4164.8,-0.009824178561958651,0.2660414613407031,-127.5082508702713
4204.750000000001,-0.008992731861516232,0.2641273108441521,-168.8428213294953
4244.700000000001,-0.01144353783850867,0.2649300131056491,150.0863136032183
4284.650000000001,-0.008986792303749203,0.262131376551381,109.0347669553367
4324.6,-0.01010472729329622,0.2579096708695563,67.13532389290036
4364.55,-0.008877194879014273,0.2540231357689904,26.26159749576198
4404.500000000001,-0.006839679788642085,0.248108317685492,-15.14654259149941
4444.450000000001,-0.009217689717456812,0.2445070232751588,-56.57698859570051
4484.400000000001,-0.0104379383878092,0.2387909602414242,-98.05789906476349
4524.35,-0.01082392319741112,0.2383686626039275,-139.0827073750784
4564.3,-0.01152156700460888,0.2259711176198973,179.1404677490075
4604.250000000001,-0.01051236707476441,0.2226781968452102,138.3026660487425
4644.200000000001,-0.01295299113381181,0.2208331380211586,97.07003970695632
4684.150000000001,-0.01029329460723073,0.2043131099123836,55.21552920136405
4724.1,-0.01021661694337388,0.2083082239340117,14.37819281063126
4764.05,-0.01002579141550535,0.2045400438408087,-26.78749562649235
4804.000000000001,-0.009955813062046962,0.1917196780959771,-68.34754312270096
4843.950000000001,-0.0107842854720989,0.1821001020713501,-109.6525715936192
4883.900000000001,-0.0105546088322573,0.1843352756754276,-150.8285622092974
4923.85,-0.01125427245973282,0.166459583377514,167.5766447107963
4963.8,-0.0112311522909306,0.1686637688606509,126.5101338287305
5003.750000000001,-0.01707907349060094,0.1532775722196892,85.12625780094152
5043.700000000001,-0.01178955135249487,0.1507346398390013,44.00581220649943
5083.650000000001,-0.01091708503930606,0.1388772251288835,2.478303075804764
5123.6,-0.01504042973741009,0.1154912217105294,-39.21160504569627
5163.55,-0.01144311633523389,0.100655437115001,-80.44401548913449
5203.500000000001,-0.01101264867492506,0.09960969069193845,-121.3598022787568
5243.450000000001,-0.01329109692859632,0.08392573058232793,-162.791563570957
5283.400000000001,-0.01180883286761712,0.07610402878682575,156.1208195803067
5323.350000000001,-0.01126742789766674,0.07258098739325013,114.7865778548192
5363.300000000001,-0.01155788556118986,0.06021085791111551,73.94694198387344
5403.250000000001,-0.01592708752658176,0.02757589910000777,32.07257328546113
5443.200000000001,-0.01072872269035541,0.00888638287884554,-9.542152342555795
5483.150000000001,-0.0109217993245239,0.004190328244889181,-50.51660817210455
5523.100000000001,-0.01269429884377511,-0.009928800846304171,-91.82338592820234
5563.050000000001,-0.01877357177519522,-0.008258408357090128,-132.9061539298689
5603.000000000001,-0.0120759291069077,-0.03594193752863013,-174.5567979749144
5642.950000000001,-0.0133773798320331,-0.04903470386307407,144.2074055328945
5682.900000000001,-0.01216402958834314,-0.06261704524011313,103.1241099560766
5722.850000000001,-0.01949311607079047,-0.07288315044729149,61.79620585451761
5762.800000000001,-0.01266672668420912,-0.07930264566677497,20.74994316209686
5802.750000000001,-0.01262627627425225,-0.06552787966771895,-19.89535457091923
5842.700000000001,-0.01273481635529803,-0.1090762734033414,-61.9530812996874
5882.650000000001,-0.01679156177785154,-0.1313055091153119,-103.1280352270948
5922.600000000001,-0.01365840354910399,-0.190793977963885,-145.0146529259029
5962.550000000001,-0.01351630489241541,-0.1937657632786453,173.7625068127417
6002.500000000001,-0.01312224385886442,-0.2092458806543826,132.3392724949106
6042.450000000001,-0.01534313285922691,-0.2115891085169527,91.65677050098326
6082.400000000001,-0.02242277503505992,-0.1967072382848236,50.8935903405622
6122.350000000001,-0.01486946530862175,-0.2521321974734009,8.842387455210485
6162.300000000001,-0.01230291258465678,-0.2874151788346807,-32.61680041148719
6202.250000000001,-0.01352877504940382,-0.3175499813832919,-74.24390965352853
6242.200000000001,-0.01727030326464187,-0.3613686269100699,-115.9094153150539
6282.150000000001,-0.02526833250716676,-0.3382411457835066,-156.431376141364
6322.100000000001,-0.01438294663703749,-0.3702285020922734,161.8348276250459
6362.050000000001,-0.01385116876973105,-0.4216942279127893,120.6426636157167
6402.000000000001,-0.01330373197400343,-0.4409398106880955,80.49448055061359
6441.950000000001,-0.01648576320753454,-0.5307117234024661,38.02402172917802
6481.900000000001,-0.02477239239883509,-0.6039253520950129,-3.96125320648423
6521.850000000001,-0.01528393395703222,-22.96443217134861,-106.7731164921809
6561.800000000001,-0.0145277798391621,-25.88756999699665,-148.1001698089804
6601.750000000001,-0.01454521789738024,-26.23602235616239,170.8153552522199
6641.700000000001,-0.01606150470201134,-26.61096465544358,129.7999974571174
6681.650000000001,-0.02190111623084484,-27.00590445962469,88.89188449113232
6721.600000000001,-0.02775837227034212,-27.38430386599508,47.55449161114149
6761.550000000001,-0.01351892191812649,-27.81098020892966,6.733283280253105
6801.500000000001,-0.01473284690186535,-28.25266625617326,-34.48241803281046
6841.450000000001,-0.0150054996748249,-28.71229842804944,-75.3517594932688
6881.400000000001,-0.01636716517489477,-29.21745169367373,-116.2313147738848
6921.350000000001,-0.02348493720281401,-29.74721064549476,-156.9975051347505
6961.300000000001,-0.02617652485712598,-30.28579034656877,161.8108403088207
7001.250000000001,-0.01511633409694888,-30.89814069664131,121.0484405956333
7041.200000000001,-0.01339740857076607,-31.51829752207407,79.99991704498609
7081.150000000001,-0.01478598683886679,-32.21475786934374,38.62002524299777
7121.100000000001,-0.01554021408414338,-32.86443011379626,-2.341446912516702
7161.050000000001,-0.02217497302608485,-33.55694530247332,-43.18702493003502
7201.000000000001,-0.02929155675221395,-34.34281047988948,-84.12362409161008
7240.950000000001,-0.01512496780869395,-35.15866472196943,-125.4240595751383
7280.900000000001,-0.01594338977174864,-36.04879032020549,-166.0696182317008
7320.850000000001,-0.01459493966147132,-37.10047312096855,153.0187623826943
7360.800000000001,-0.01342909265936726,-38.07539423717982,111.620787041802
7400.750000000001,-0.01954491282538113,-39.3531114559441,70.17082898090965
7440.700000000001,-0.02595902253130796,-40.50143526637574,30.4188102235673
7480.650000000001,-0.02564182425321444,-42.11765740504624,-12.3098654957426
7520.600000000001,-0.01751885578155973,-43.39642055418422,-51.04691914585329
7560.550000000001,-0.01709036203664652,-45.06944275160612,-96.58350225959171
7600.500000000001,-0.01429119473460135,-46.30996521925294,-138.2614167637169
7640.450000000001,-0.01585718470666878,-48.36403249917144,-167.5356257949341
7680.400000000001,-0.01822037594641395,-51.80135826819825,147.6592287444299
7720.350000000001,-0.02652654270228968,-51.45008884973105,100.7987272689197
7760.300000000001,-0.02880185719762984,-58.27743066909882,74.10683319942535
7800.250000000001,-0.0204154549223194,-63.16704356571138,7.292422822786378
7840.200000000001,-0.01484604509279681,-64.93622239323118,-3.027835389932022
7880.150000000001,-0.01529904643233968,-65.2650403183148,-90.76670444110852
7920.100000000001,-0.01578214198548247,-76.56437668817398,-107.8487698082803
7960.050000000001,-0.01653638285313659,-77.4211009895136,-169.192165429911
8000.000000000001,-0.01884803540583722,-80.87659421004965,-92.79333858734634
