#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B027D8
#Date Time: 2023-04-14 15:02:38.485
#Start: 8000 Hz
#Stop: 10 Hz
#Steps: 201
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.47316 V
#Offset: 0.000111453 V
#Relative: no
#Channel: Channel 2
#Range: 5.4696 V
#Offset: 0.000228279 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1448.2,-9.391643903622639e-05,-25.64438260386851,-148.3448082621827
1488.15,7.539417941830349e-06,-9.077381964616007,-107.3304186053243
1528.1,-0.0006647004172578269,-8.51032761592691,-66.42940807750963
1568.05,2.819628408270286e-05,-7.88172375818323,-25.32859233047056
1608,-0.0003609500108908852,-7.341798693797131,15.78357139720809
1647.95,-0.001509635263152041,-6.782170252753974,56.81112336036615
1687.9,-0.002680925234784696,-6.215801968750917,97.78243386315199
1727.85,-0.0008111678594678819,-5.657345118197737,138.990465803163
1767.8,-0.001090788668586602,-5.117437004153754,-179.9967283872002
1807.75,-0.001817557940102638,-4.557681700030829,-139.0135587630752
1847.7,-0.001844858639108111,-4.113241838584082,-97.93016920378436
1887.65,-0.002228044136573693,-3.757303326142043,-56.96868584097543
1927.6,-0.002213257513831431,-3.312073465456902,-15.92654468757439
1967.55,-0.002549664827894965,-2.77451348220287,25.21889439327673
2007.5,-0.002922224381717688,-2.393539386088262,66.2326663723354
2047.45,-0.001803104769092717,-2.033935668627282,107.3165014817619
2087.4,-0.001788475710744622,-1.708838077773057,148.4206962266743
2127.35,-0.003455995973601033,-1.449526242358451,-170.529724475622
2167.3,-0.003414996086571905,-1.120776941250686,-129.5245129312401
2207.25,-0.003004492647829973,-0.933928334009097,-88.39712966258264
2247.2,-0.002112632004657301,-0.7005035891480407,-47.31341914735206
2287.15,-0.002728949388951245,-0.5013413608190799,-6.195869185046881
2327.1,-0.002616165879578785,-0.3690707236816351,34.94412889374224
2367.05,-0.004018945590884112,-0.2363017494660729,75.98982600139972
2407,-0.002599615767629145,-0.1510507379744206,117.1815506591381
2446.95,-0.00317902488140834,-0.03128315932160441,158.3472980885929
2486.9,-0.004350022932534089,0.03359224355594066,-160.5327974653577
2526.85,-0.003673505719030817,0.1063775590342788,-119.4270568018372
2566.8,-0.004234388061735298,0.1607131206745329,-78.20165700682224
2606.75,-0.004912552500982667,0.1770066516213552,-36.88674195937273
2646.700000000001,-0.00498546514244779,0.2049837201078482,4.013787824354054
2686.650000000001,-0.005148424047227959,0.2185347601150283,45.40162152952132
2726.6,-0.004194440459123587,0.2325277106744527,86.656574936466
2766.550000000001,-0.005033006818824529,0.2415302231472788,127.8896611046391
2806.5,-0.006087782924849447,0.2488456826858797,169.028554504956
2846.450000000001,-0.005804850186635324,0.2466057771527691,-149.7793494558904
2886.400000000001,-0.005772292613430407,0.2477944918008284,-108.1480588283158
2926.35,-0.005951669792193092,0.2453410539936313,-66.87514228098506
2966.300000000001,-0.005848838839930478,0.2425395359531708,-25.65267045234454
3006.25,-0.005541413048803212,0.2404103928099167,15.94573800362286
3046.200000000001,-0.006079687227225482,0.2403444524057955,57.61651143968295
3086.150000000001,-0.006411845316009311,0.2359013958239816,98.1566636270432
3126.1,-0.007099096139787696,0.2404387976508443,140.1048629380709
3166.050000000001,-0.00666244349621474,0.2367818561769938,-177.5607189020016
3206,-0.007461272024174562,0.2293240847913222,-137.3210653040488
3245.950000000001,-0.005514933272847757,0.2353284204241588,-93.28727672563838
3285.900000000001,-0.006780913809079584,0.2368404610393212,-50.76137082476987
3325.85,-0.006263073789793846,0.2362749397455595,-7.444429048906208
3365.800000000001,-0.007960141364661753,0.2407679169828718,94.021806256741
3405.75,-0.006403594489307494,0.2407148299861166,139.7833955481007
3445.700000000001,-0.006342605269717635,0.2410849370133893,-178.8731553010559
3485.650000000001,-0.006743827863448307,0.2450870530062624,-138.1621046830255
3525.6,-0.007366779424451395,0.2401647090901632,-97.15551027060771
3565.550000000001,-0.009077451573052807,0.2435212256261849,-55.5979640822776
3605.5,-0.009341971818872898,0.2457221076256996,-14.88409635981768
3645.450000000001,-0.007726577061626152,0.2468124535671968,26.42515243689412
3685.400000000001,-0.008982304848945738,0.2432721258273595,67.95308793991393
3725.35,-0.008347166578578008,0.245705887843536,109.160772347995
3765.300000000001,-0.008580392706508129,0.2513235110238294,149.9679638345356
3805.25,-0.00845298687047337,0.2526952406718668,-168.5464964902189
3845.200000000001,-0.008464693267787591,0.2543002407571666,-127.0992969609564
3885.150000000001,-0.007656671974246849,0.2556455490434442,-85.70539766947293
3925.1,-0.01064419530713752,0.2596357338900463,-44.91383562000518
3965.050000000001,-0.009261816818193287,0.2601655255857732,-3.310369068412399
4005,-0.008863704100354563,0.2617299868289711,37.87121618884557
4044.950000000001,-0.009317796782723693,0.266083420782493,79.1422385113122
4084.900000000001,-0.01027469785202365,0.2678519503116036,120.745713708933
4124.85,-0.008853637278361427,0.2693724220980574,161.6590318553269
4164.8,-0.00998694857823842,0.2664898429203935,-157.3088066600339
4204.750000000001,-0.01036057028576858,0.2677721774801146,-115.7677790535924
4244.700000000001,-0.01375948300552817,0.2633934341731991,-74.43593821435419
4284.650000000001,-0.009754617188661167,0.2649352297556272,-33.01098232610664
4324.6,-0.01039551011902664,0.2626368114595312,8.284711134897901
4364.55,-0.01200082798537245,0.2575154009357475,48.91614107772337
4404.500000000001,-0.009629676182046687,0.2533398272164257,90.7940124770877
4444.450000000001,-0.01072724330285816,0.2549583383847832,131.4462301149329
4484.400000000001,-0.01012097324499989,0.2470599276049892,172.875072933076
4524.35,-0.01074134931823157,0.2476051071198616,-146.38184811282
4564.3,-0.01144200882088985,0.2481391953679276,-105.1066227761966
4604.250000000001,-0.0121716065900839,0.246547266265216,-64.42071356141443
4644.200000000001,-0.01396228629651327,0.1138138708340909,-23.54199894013095
4684.150000000001,-0.01034776611097384,-8.878441632497841,17.84216581634698
4724.1,-0.01023340186051589,-9.528244418219581,58.5970706783585
4764.05,-0.01174516173891779,-10.58242388611715,99.44770918064319
4804.000000000001,-0.01133200124853719,-12.26387201402811,140.6186931210186
4843.950000000001,-0.01203903790946805,-12.02217680572615,-179.1245206568957
4883.900000000001,-0.01252654756126568,-13.06524441010485,-138.5167065699561
4923.85,-0.01104659951197667,-13.12876305004202,-97.31742394515075
4963.8,-0.01188688296292589,-13.45711180093868,-56.77489620339969
5003.750000000001,-0.01787353542728472,-14.02205571733803,-16.46153200332139
5043.700000000001,-0.01278121599014562,-14.51442302246302,24.02404650767757
5083.650000000001,-0.01274125109039813,-14.78383696023132,63.74534774139956
5123.6,-0.01499091441302766,-15.3284243869344,103.78570670413
5163.55,-0.01362755620481501,-15.68297805765166,144.6415217631595
5203.500000000001,-0.01308973100251143,-16.02955669768123,-175.5015121673603
5243.450000000001,-0.01471393910417676,-16.18919762818067,-135.8597766011624
5283.400000000001,-0.01371906812361093,-16.55151619088645,-95.96624957528562
5323.350000000001,-0.01184457940477348,-17.04298229373785,-56.39793678152013
5363.300000000001,-0.01189199953131994,-17.29433033039104,-16.30689647855166
5403.250000000001,-0.01720735169719782,-17.52982157098116,22.97105481395371
5443.200000000001,-0.01345158693810058,-17.89196136273027,62.2498074262984
5483.150000000001,-0.01282770850493548,-18.18985019662374,101.3911580589603
5523.100000000001,-0.01342034959678642,-18.4870992421672,140.2660024054261
5563.050000000001,-0.01876643698662014,-18.785320133332,179.5029038073193
5603.000000000001,-0.0155977255973863,-19.01890740249037,-142.0728017187316
5642.950000000001,-0.01409368941169191,-19.41642133788808,-103.1751499745908
5682.900000000001,-0.01473696250697242,-19.55799221480077,-64.91147056330213
5722.850000000001,-0.02022026049144918,-19.92976628547403,-26.04122168059769
5762.800000000001,-0.01358559870710118,-20.15320775861351,12.23881928636767
5802.750000000001,-0.01431103203407715,-20.3954792903082,50.40208287940104
5842.700000000001,-0.01583101784882474,-20.72928914520524,88.82445257526858
5882.650000000001,-0.01834470054731618,-21.03745096481476,126.7180069015699
5922.600000000001,-0.01585942783347825,-21.2511766098261,165.4113360357024
5962.550000000001,-0.01397020769532278,-21.55807464759244,-156.6049332834712
6002.500000000001,-0.01414897278815608,-21.83230686130655,-118.5495607912538
6042.450000000001,-0.01635233811610944,-22.08187151452432,-80.2440934742375
6082.400000000001,-0.02355996956542823,-22.34864447816075,-42.58714518575072
6122.350000000001,-0.01538211427453055,-22.59790983031277,-4.375360865256368
6162.300000000001,-0.015780445305136,-22.88058806565705,35.27809064783153
6202.250000000001,-0.01578975362910806,-23.2095050115239,73.58829042902988
6242.200000000001,-0.01735822216208351,-23.43295386977354,112.1279900959017
6282.150000000001,-0.02729584816719841,-23.74288742315056,150.9077746770377
6322.100000000001,-0.01498247661647693,-24.03075633758744,-170.380583683536
6362.050000000001,-0.01532786183212638,-24.31609805704495,-131.3768922547551
6402.000000000001,-0.0145116035027663,-24.67352153752799,-91.82011712600871
6441.950000000001,-0.01744528870967111,-24.91950542316798,-52.62936521400322
6481.900000000001,-0.02506133804255741,-25.22649927314921,-13.5126313496128
6521.850000000001,-0.01500840582120357,-25.57173825405446,26.00545392849075
6561.800000000001,-0.01540289993312013,-25.86968160402078,-135.887516701884
6601.750000000001,-0.01572480283957727,-26.26504209358536,-94.94780224339331
6641.700000000001,-0.01693901964810587,-26.64377864278726,-54.00467992451877
6681.650000000001,-0.0230115477640807,-27.03948608178587,-12.98652731497883
6721.600000000001,-0.02860306490191528,-27.39340939505025,28.22257361038123
6761.550000000001,-0.01674279211124074,-27.81860295891165,69.22292250614487
6801.500000000001,-0.01528908317823639,-28.29295163243384,110.0590627100997
6841.450000000001,-0.01600985740824512,-28.72542021095151,151.0208130538424
6881.400000000001,-0.01756351424946745,-29.2154733814067,-167.7831353984773
6921.350000000001,-0.02425705403703825,-29.75071107857572,-126.784227261748
6961.300000000001,-0.02704926843945818,-30.29664622583356,-85.87821891395978
7001.250000000001,-0.01527038286332653,-30.90877807848484,-44.63097609588512
7041.200000000001,-0.01604749719284794,-31.4941581575761,-3.801652524604066
7081.150000000001,-0.01519003120127509,-32.1752932068297,37.20234295836801
7121.100000000001,-0.017101916332718,-32.87282862279171,78.30518160926076
7161.050000000001,-0.02351416762450183,-33.55344372894056,119.2943652830295
7201.000000000001,-0.02989427358947271,-34.32069276561155,160.2931075022501
7240.950000000001,-0.01705971759461769,-35.14540903326272,-158.6893380515983
7280.900000000001,-0.01642953792317121,-36.11057430176335,-117.4677611581989
7320.850000000001,-0.01634058782574871,-37.01542589997695,-76.72264816038688
7360.800000000001,-0.01695235425858184,-38.01773831553262,-35.21439782912696
7400.750000000001,-0.01994341657797255,-39.3654430542561,5.74331535911719
7440.700000000001,-0.0261832258018341,-40.5773755884583,46.57752915714917
7480.650000000001,-0.02648441449794404,-41.9481220786887,87.37718136959938
7520.600000000001,-0.01760132740314331,-42.95374884448907,128.4977237691958
7560.550000000001,-0.01688374019963558,-44.3791535428888,169.5715079248605
7600.500000000001,-0.01609072059723688,-46.0826656745295,-149.1409660174128
7640.450000000001,-0.01637827792652412,-48.00125480118913,-108.116588389255
7680.400000000001,-0.01995668473483907,-49.71647409797959,-66.93461179005112
7720.350000000001,-0.02587415004342625,-53.57357376414893,-26.05219753776271
7760.300000000001,-0.02803545389350611,-56.80770962405474,15.1454281767883
7800.250000000001,-0.0209354984763564,-59.39505247770987,56.16096663271614
7840.200000000001,-0.01755022078170754,-65.65411399336756,97.51488428454303
7880.150000000001,-0.01596069435929626,-67.42094552104389,139.1535692773598
7920.100000000001,-0.01693376016426915,-69.52043087298723,-178.3097912297734
7960.050000000001,-0.01763950782032116,-69.79424187786123,-132.671465447982
8000.000000000001,-0.02140032317873762,-79.71476835312296,-64.88378106895593
